Job Title;Description;District;Work Mode
ANALISTA PROGRAMADOR .NET/SQLSERVER;Descripción del puesto En iQ Project, empresa apasionada por la tecnología, nos encontramos en la búsqueda del mejor talento para la posición de ANALISTA PROGRAMADOR .NET/SQLSERVER que comparta nuestra pasión y esté listo para asumir nuevos retos. REQUISITOS: Experiencia en: Desarrollo de aplicaciones Web en .Net Desarrollo de WebServices en .Net SQL , DTS y Reporting services Aplicaciones en Cloud (MS Azure) Uso del GitHub. Trabajo con metodologías ágiles. Deseable experiencia en: Sector bancario. Desarrollo de microservicios. Programación en Java. Angular. Ingreso a planilla con todos los beneficios de ley Modalidad híbrida Híbrido Programación Full-time, Temporal Otro 2 vacantes disponibles Empleos relacionados Nuevo Publicado hace 2 horas Analista Programador Postgre/Oracle/Híbrido Green Solutions Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:(1) Analista Programador Postgre/OracleRequisitos Universitario de Ingeniería de Sistemas, Informática, o afines Experiencia de 3 años en puestos similares como mínimo Experiencia ... San Borja, Lima Híbrido Nuevo Publicado hace 19 minutos Practicante pre profesional de automatización CANVIA 2.5 🌟 ¡LANZA TU CARRERA EN TECNOLOGÍA CON NOSOTROS! 🌟En Canvia estamos buscando un(a) Practicante pre profesional de automatización con ganas de aprender, aportar y crecer en una empresa que lidera la transformación digital en el país. 💻🚀👨‍💻 ¿Qué harás en ... Cercado De Lima, Lima Remoto Nuevo Publicado hace 2 horas Analista Programador Fullstack Java Hitss Perú 2.2 ¡En Hitss, empresa de tecnología con más de 36 años de experiencia ofreciendo soluciones innovadoras en América Latina, USA y EUROPA, nos encontramos en la búsqueda de nuestro próximo ANALISTA PROGRAMADOR JAVA/ANGULAR!REQUISITOS: Bachiller o titulado de Ingeniería de Sistemas, Informática, o ... Múltiples vacantes La Victoria, Lima Remoto Nuevo Publicado hace 2 horas Desarrollador Genexus - Remoto Software Enterprise Services S.A.C. 2.8 SOFTWARE ENTERPRISE SERVICESSomos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de ... Múltiples vacantes Cercado De Lima, Lima Híbrido Apto discapacidad Nuevo Publicado hace 5 horas Practicante de Desarrollo - Iniciativas IA TIVIT Perú Alta revisión de perfiles Somos una compañía de soluciones digitales, con operación en diez países de América Latina. Apoyamos y evolucionamos los negocios de nuestros clientes a partir de nuestras cuatro líneas de negocios: Digital Business, Cloud Solutions, Digital Payments y Technology Platforms.En estos momentos nos ... Múltiples vacantes Lima, Lima Remoto Apto discapacidad Actualizar sueldo en Mi CV Este campo solo acepta carácteres numéricos. Ver el salario promedio pretendido Bruto por área. Recuerda que el sueldo bruto es el salario total sin las retenciones e impuestos. Ingresa tu sueldo bruto pretendido y calculamos un aproximado de cuánto te queda de sueldo neto ¿Cómo lo calculamos? Postularme El contenido de este aviso es propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello. Bajo ningún motivo envíes dinero o realices pagos. Ningún reclutador te pedirá pagar por rendir un test, prueba, capacitación, recibir un antecedente u otro motivo. Industria Consultoría Ubicación LIMA - MIRAFLORES, Lima Tamaño de la empresa Entre 11 y 50 empleados IQ Project está conformado por un equipo de profesionales con identidad única. Nos sentimos orgullos de lo que somos, lo que hacemos y sentimos pasión por la tecnología. Nuestros servicios comprenden Outsourcing y consultoría, desarrollo de software y sistemas, la Consultoría de proyectos TI,etc. Ver más avisos de la empresa INTEGRATION & QUALITY PROJECT MANAGEMENT S.A.C. - IQ PROJECT S.A.C. Esta empresa todavía no tiene calificaciones para mostrar Te invitamos a compartir tu opinión sobre esta empresa Calificar empresa Búsquedas Relacionadas Trabajos en Lima Trabajos en Lima Trabajos en Tecnología, Sistemas y Telecomunicaciones Trabajos en Programación ¡Descarga la app en tu celular! Términos y Condiciones Política de Privacidad Condiciones de contratación Preguntas frecuentes Ofertas de Empleo Perú © Copyright 1999-2025 Jobint;Lima;Híbrido
Programador Electrico;Descripción del puesto Requisitos: Disponibilidad para laborar en diferentes proyectos dentro de Lima. Diseñar, desarrollar y optimizar programas de control (PLC) y regularizar la maquinaria que se considera pertinente. Conocimientos en mantenimiento y conexión de tableros eléctricos. Elaboración de tableros de fuerza y control utilizando AutoCAD y EPLAN. Corregir errores de programación. Detectar posibles problemas eléctricos. Programación de variadores de frecuencia y arrancadores suaves Técnico o egresado en Electricidad, Electrónica, Electrotecnia, Mecatrónica,Automatización Industrial o carreras afines.;Lima;Presencial
Java Developer - Senior;;Chorrillos;Híbrido
Senior React Developer;Descripción del puesto Información Importante Ubicación del cliente: Lima, Perú Modalidad de trabajo: Híbrido (2 veces por semana en oficina)  Resumen del puesto Como un Senior React Developer (17657), formarás parte de un equipo tecnológico y ágil altamente calificado por respaldar y desarrollar soluciones de vanguardia para cumplir con los requisitos de nuestro negocio. Nos ayudará a acelerar los resultados empresariales de nuestros clientes mediante la innovación de productos digitales de vanguardia. Responsabilidades y Funciones Desarrollar y mantener aplicaciones frontend escalables utilizando ReactJS con TypeScript, asegurando integración eficiente con APIs REST y un manejo óptimo del estado global (Redux, Context API, Zustand o React Query). Garantizar una experiencia de usuario de alto nivel aplicando principios de diseño UX/UI, manteniendo buenas prácticas en estilos (SASS/SCSS/LESS) y asegurando la calidad del código mediante pruebas unitarias con Jest y React Testing Library. Colaborar en la arquitectura y despliegue continuo del frontend, trabajando con Git/GitLab, pipelines de CI/CD y contribuyendo en la definición de arquitecturas modernas (SPA, Microfrontend, MVC) con soporte de herramientas de analítica web. Requisitos y Habilidades Egresados de sistemas, desarrollo o afines con +5 años de experiencia. Dominio de ReactJs y Typescript Manejo de estado usando Redux, Context Api, Zustand o ReactQuery NextJs o Gatsby Integración con APIs REST Preprocesadores CSS (SASS/SCSS/LESS) Diseño UX/UI Web analytics (Google o Adobe analytics, Page tagging) Unit tests (Jest, React Testing library) Git, Github/GitLab CI/CD (Jenkins, Gitlab pipelines) Arquitectura frontend (MVC, SPA, Microfrontend) Acerca de Encora Encora es el socio preferido de ingeniería digital y modernización de algunas de las principales empresas del mundo y empresas nativas digitales. Con más de 9,000 expertos en 47+ oficinas y laboratorios de innovación en todo el mundo, las prácticas tecnológicas de Encora incluyen Ingeniería y Desarrollo de Productos, Servicios en la Nube, Ingeniería de Calidad, DevSecOps, Datos y Análisis, Experiencia Digital, Ciberseguridad e Ingeniería de IA y LLM. En Encora, contratamos profesionales únicamente en función de sus habilidades y calificaciones, y no discriminamos en función de la edad, discapacidad, religión, género, orientación sexual, estado socioeconómico o nacionalidad. Híbrido Programación Full-time, Indeterminado Senior 1 vacante disponible Empleos relacionados Actualizado hace más de 15 días React Native - Senior Developer (Todas las Provincias) NTT DATA 3.3 Somos NTT DATA, la empresa de servicios TI más grande del mundo, contamos con más de 140.000 profesionales y operamos en más de 50 países. Brindamos soluciones de negocio, estrategia, desarrollo y mantenimiento de aplicaciones tecnológicas y outsourcing.Queremos seguir construyendo un entorno único ... Múltiples vacantes Trujillo, La Libertad Híbrido Apto discapacidad Nuevo Publicado hace 2 horas Analista Programador Postgre/Oracle/Híbrido Green Solutions Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:(1) Analista Programador Postgre/OracleRequisitos Universitario de Ingeniería de Sistemas, Informática, o afines Experiencia de 3 años en puestos similares como mínimo Experiencia ... San Borja, Lima Híbrido Nuevo Publicado hace 19 minutos Practicante pre profesional de automatización CANVIA 2.5 🌟 ¡LANZA TU CARRERA EN TECNOLOGÍA CON NOSOTROS! 🌟En Canvia estamos buscando un(a) Practicante pre profesional de automatización con ganas de aprender, aportar y crecer en una empresa que lidera la transformación digital en el país. 💻🚀👨‍💻 ¿Qué harás en ... Cercado De Lima, Lima Remoto Nuevo Publicado hace 2 horas Analista Programador Fullstack Java Hitss Perú 2.2 ¡En Hitss, empresa de tecnología con más de 36 años de experiencia ofreciendo soluciones innovadoras en América Latina, USA y EUROPA, nos encontramos en la búsqueda de nuestro próximo ANALISTA PROGRAMADOR JAVA/ANGULAR!REQUISITOS: Bachiller o titulado de Ingeniería de Sistemas, Informática, o ... Múltiples vacantes La Victoria, Lima Remoto Nuevo Publicado hace 2 horas Desarrollador Genexus - Remoto Software Enterprise Services S.A.C. 2.8 SOFTWARE ENTERPRISE SERVICESSomos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de ... Múltiples vacantes Cercado De Lima, Lima Híbrido Apto discapacidad Actualizar sueldo en Mi CV Este campo solo acepta carácteres numéricos. Ver el salario promedio pretendido Bruto por área. Recuerda que el sueldo bruto es el salario total sin las retenciones e impuestos. Ingresa tu sueldo bruto pretendido y calculamos un aproximado de cuánto te queda de sueldo neto ¿Cómo lo calculamos? Postularme El contenido de este aviso es propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello. Bajo ningún motivo envíes dinero o realices pagos. Ningún reclutador te pedirá pagar por rendir un test, prueba, capacitación, recibir un antecedente u otro motivo. Industria Informática / Tecnología Ubicación Lima, Lima Encora es un proveedor líder de soluciones de ingeniería de software con enfoque en IA y orquestación agentica, dirigido a algunas de las startups, unicornios y empresas más innovadoras y consolidadas del Fortune 1000. Con sede en Silicon Valley y equipos en cuatro continentes, Encora aprovecha el talento de más de 9,000 ingenieros, experiencia en la industria y relaciones profundas con los principales proveedores de servicios en la nube, plataformas de datos y plataformas SaaS del mundo, para ofrecer aceleración de productos, experiencias inteligentes y agilidad operativa. Ver más avisos de la empresa Encora Esta empresa todavía no tiene calificaciones para mostrar Te invitamos a compartir tu opinión sobre esta empresa Calificar empresa Búsquedas Relacionadas Trabajos en Lima Trabajos en Magdalena del Mar Trabajos en Tecnología, Sistemas y Telecomunicaciones Trabajos en Programación ¡Descarga la app en tu celular! Términos y Condiciones Política de Privacidad Condiciones de contratación Preguntas frecuentes Ofertas de Empleo Perú © Copyright 1999-2025 Jobint;Magdalena del Mar;Híbrido
Desarrollador Backend Semi-Senior;Descripción del puesto Métrica Perú es la primera filial latinoamericana del grupo de consultoría español Métrica Consulting. El grupo comenzó operaciones con el inicio del nuevo siglo y desde entonces ha participado en distintos proyectos en distintos países de Europa Occidental y Latino América. Con Métrica Perú, hemos comenzado a ofrecer nuestros servicios técnicos en el mercado Peruano y desde ahí queremos llegar a la región andina en los próximos años. Por encargo de nuestro cliente nos encontramos en la búsqueda de un Desarrollador Backend Requisitos: +3 años de experiencia en desarrollo de software. 24+ con TypeScript.Runtime:📷 Framework:📷 Bases de datos: MongoDB en AWS. y Custom.Autenticación: JWT,📷 Testing: Jest (Unit test) + Supertest. ORM: Mongoose (MongoDB). Containerización: Docker. Deploy: AWS EKS. Flujo de trabajo: Git Flow Deployment (Develop, Staging QA, Main). CI/CD: GitHub Actions. Herramientas: Vault, Swagger, Pino, Morgan. Seguridad: Helmet, Express Rate Limit, Npm Audit. Mensajería y colas: SQS, SNS. Storage: AWS S3. Telemetría: Prometheus, Grafana. Code Quality: SonarQube. Experiencia en empresas del sector financiero (deseable).;Lima;Remoto
Desarrollador/ Líder Técnico;Descripción del puesto En Protiviti Perú buscamos un Desarrollador de Software con experiencia liderando equipos y que quiera dar el salto profesional como Lider Tecnico para uno de nuestros clientes del sector de telecomunicaciones. Principales funciones: Liderar al equipo técnico en el desarrollo de soluciones digitales. Diseñar y supervisar arquitecturas sostenibles y escalables. Gestionar la implementación de microservicios e integración de sistemas. Colaborar con equipos de negocio, arquitectura y producto. Requisitos: Bachiller o egresado en Ingeniería de Sistemas, Informática o afines. Conocimientos en: Python, Angular, JavaScript, Docker, APIs REST, pruebas automatizadas. Experiencia en diseño de arquitecturas escalables y microservicios.;La Victoria;Presencial
Desarrollador de integración OSB;Descripción del puesto ¡Sé parte de Stefanini! En Stefanini somos más de 30.000 genios, conectados desde 41 países, haciendo lo que les apasiona y co-creando un futuro mejor. Responsabilidades y atribuciones: Objetivo del rol: Incorporar un profesional con experiencia en integración de servicios y APIs en entornos Cloud, para apoyar proyectos de modernización, despliegue de aplicaciones y gobierno de APIs. Responsabilidades principales Diseñar, exponer y consumir APIs seguras y escalables. Implementar soluciones de integración en entornos cloud y on-premise. Administrar el ciclo de vida de APIs usando API Management y API Connect. Configurar y optimizar clusters en AKS para despliegue de servicios. Mantener y evolucionar integraciones en Oracle Service Bus. Colaborar con equipos de desarrollo, arquitectura y operaciones para garantizar calidad y disponibilidad de los servicios. Requisitos y competencias: Conocimientos sólidos en Cloud (preferible Azure o plataformas equivalentes). Diseño, desarrollo y administración de APIs. API Management (Azure) y API Connect (IBM). Experiencia con AKS – Azure Kubernetes Service. Experiencia con Oracle Service Bus y prácticas de integración/middleware. Deseable experiencia con microservicios y despliegue en contenedores. Remoto Programación Full-time, Temporal Semi Sr 8 vacantes disponibles Apto personas con discapacidad Empleos relacionados Nuevo Publicado hace 2 horas Analista Programador Postgre/Oracle/Híbrido Green Solutions Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:(1) Analista Programador Postgre/OracleRequisitos Universitario de Ingeniería de Sistemas, Informática, o afines Experiencia de 3 años en puestos similares como mínimo Experiencia ... San Borja, Lima Híbrido Nuevo Publicado hace 19 minutos Practicante pre profesional de automatización CANVIA 2.5 🌟 ¡LANZA TU CARRERA EN TECNOLOGÍA CON NOSOTROS! 🌟En Canvia estamos buscando un(a) Practicante pre profesional de automatización con ganas de aprender, aportar y crecer en una empresa que lidera la transformación digital en el país. 💻🚀👨‍💻 ¿Qué harás en ... Cercado De Lima, Lima Remoto Nuevo Publicado hace 2 horas Analista Programador Fullstack Java Hitss Perú 2.2 ¡En Hitss, empresa de tecnología con más de 36 años de experiencia ofreciendo soluciones innovadoras en América Latina, USA y EUROPA, nos encontramos en la búsqueda de nuestro próximo ANALISTA PROGRAMADOR JAVA/ANGULAR!REQUISITOS: Bachiller o titulado de Ingeniería de Sistemas, Informática, o ... Múltiples vacantes La Victoria, Lima Remoto Nuevo Publicado hace 2 horas Desarrollador Genexus - Remoto Software Enterprise Services S.A.C. 2.8 SOFTWARE ENTERPRISE SERVICESSomos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de ... Múltiples vacantes Cercado De Lima, Lima Híbrido Apto discapacidad Nuevo Publicado hace 4 horas ANALISTA PROGRAMADOR .NET/SQLSERVER INTEGRATION & QUALITY PROJECT MANAGEMENT S.A.C. - IQ PROJECT S.A.C. En iQ Project, empresa apasionada por la tecnología, nos encontramos en la búsqueda del mejor talento para la posición de ANALISTA PROGRAMADOR .NET/SQLSERVER que comparta nuestra pasión y esté listo para asumir nuevos retos.REQUISITOS: Experiencia en: Desarrollo de aplicaciones Web en .Net ... Múltiples vacantes Lima, Lima Híbrido Actualizar sueldo en Mi CV Este campo solo acepta carácteres numéricos. Ver el salario promedio pretendido Bruto por área. Recuerda que el sueldo bruto es el salario total sin las retenciones e impuestos. Ingresa tu sueldo bruto pretendido y calculamos un aproximado de cuánto te queda de sueldo neto ¿Cómo lo calculamos? Postularme El contenido de este aviso es propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello. Bajo ningún motivo envíes dinero o realices pagos. Ningún reclutador te pedirá pagar por rendir un test, prueba, capacitación, recibir un antecedente u otro motivo. Industria Informática / Tecnología Ubicación Lima, Lima Tamaño de la empresa Entre 11 y 50 empleados Stefanini Group es una empresa global de tecnología que se especializa en servicios de TI como soluciones digitales, consultoría, integración, desarrollo y externalización de procesos de negocio. Fundada en 1987 en Brasil por Marco Stefanini, la compañía ha experimentado un crecimiento significativo y ahora opera en 41 países, ofreciendo una amplia gama de servicios tecnológicos y de innovación a clientes de diversos sectores, incluyendo finanzas, manufactura, telecomunicaciones, química, servicios, tecnología, educación y salud.  A lo largo de los años, Stefanini ha evolucionado para adaptarse a las cambiantes demandas del mercado tecnológico, incorporando en su oferta tecnologías emergentes como inteligencia artificial, ciberseguridad, cloud computing, y soluciones de ITO destacando su capacidad para ofrecer soluciones personalizadas que responden a las necesidades específicas de cada cliente. Ver más avisos de la empresa STEFANINI PERU S.A Calificación general 6 2.6 Basado en 23 opiniones 5 22% 4 9% 3 17% 2 13% 1 39% Calificación por categoría Ambiente laboral 2.6;Lima;Remoto
Desarrollador Java Senior (Azure) - Temporal;Descripción del puesto More digital. More human. More Minsait. Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible. Buscamos Desarrollador Java Senior (Azure) - Temporal con ganas de trabajar en nuestros equipos multidisciplinares. ¿Cuál es el reto que te proponemos? Estarás en contacto continuo con las novedades tecnológicas, impulsando la transformación digital. Participarás en proyectos y desarrollos que tienen una alta visibilidad y que marcan la diferencia con soluciones disruptivas y especializadas para toda la cadena de valor. ¿Qué esperamos por tu parte? Ingeniería de sistemas, informática, Industrial o afines. Contar con mínimo 4 a 5 años de experiencia en: Core: Conceptos: Clean code, SOLID, TDD, Patrones GoF Prácticas: Refactoring, Code Review, Unit Test, documentación con UML Programación: Clases, objetos, colecciones, archivos, flujos, operadores. POO: abstracción, interfaces, composición, polimorfismo, herencia Java: JDK 8, JDK 11. Git: checkout, ramas, tags, conflictos, merging SQL: tablas, columnas, consultas básicas, agregación, planes de ejecución Pruebas unitarias: JUnit, Mockito, Lombok Spring Boot Conceptos de microservicios Autenticación con OAuth2s y JWT Conceptos y servicios en la nube: storage, computing, networking Conceptos de CI/CD, devops y pipelines Programación en shell: Bash, Z shell o PowerShell Java: Genéricos, excepciones, JDBC, networking Multi-threading: coordinación, bloqueo, IPC, recursos compartidos Patrones de concurrencia y mejora de rendimiento Patrones de refactoring, patrones de SOA Git: reset, revert, merge vs. rebase, log SQL: consultas anidadas, funciones de agrupación, tablas temporales Diseño de BD relacional: vistas, vistas materializadas, procedimientos almacenados, funciones Pruebas unitarias Relevant: Programación reactiva (Rx Java, Webflux) Web Services SOAP, REST, JSON, XML, Swagger, OpenAPI Spring Boot y JPA Diseño de aplicaciones y APIs serverless CI/CD: pipelines automatizados, YAML Protocolos de encriptación y seguridad, llave pública y privada Programación en shell: variables de ambiente, argumentos, bucles y condiciones Concepto de base de datos NO-SQL, MongoDB Condiciones laborales: Modalidad: Hibrido (presencial martes y jueves) en Los Chorrillos o La Molina. Horarios: De lunes a viernes de 9 am a 6 pm. Contrato temporal 3 meses;Lima;Híbrido
Analista Desarrollador Java - Sector Administración de Fondos Colectivos;Descripción del puesto En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Analista Desarrollador Java en el rubro Administración de Fondos Colectivos. Analista Desarrollador Java – Administración de Fondos Colectivos Requisitos para postular al cargo: Técnico/Bachiller o Egresado en la carrera de ingeniería de sistemas o afines Conocimiento de Html, Java Script, Jquery, Css, IDE Netbeans, Bootstrap - Indispensable VisualStudio - Deseable Idioma Inglés a nivel básico 2 años de experiencia en Oracle PL/SQL(indispensable) 3 años de experiencia en Java(JSP). Trabajo presencial 100% Lunes a viernes: 8:30 a.m. a 6:00pm - Sábado: 8:30 a 1:00pm Funciones principales del puesto: Levantamiento de requerimientos documentada. Convertir las necesidades del negocio en productos de software. Implementar soluciones tecnológicas, aplicando las buenas prácticas en análisis, diseño y desarrollo de software. Gestionar los requerimientos asignados por el Jefe de Sistemas. Hacer seguimiento al desarrollo/pruebas/puesta en producción de la solución propuesta Gestionar la demanda de los requerimientos. Diseñar, codificar y probar que los módulos de los programas cumplen con las especificaciones de diseño. Revisión del listado de pruebas, ejecutar y documentar las pruebas necesarias para asegurar que una aplicación o entorno técnico cumple con los requisitos de rendimiento. Elaborar la documentación respectiva. La empresa ofrece al candidato seleccionado: Salario acorde al mercado. Crecimiento profesional. Planilla Directa cliente. Utilidades En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!. Presencial Programación Full-time, Indeterminado Semi Sr De S/.3,200 A S/.3,600 Por Mes 1 vacante disponible Apto personas con discapacidad Empleos relacionados Nuevo Publicado hace 2 horas Analista Programador Postgre/Oracle/Híbrido Green Solutions Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:(1) Analista Programador Postgre/OracleRequisitos Universitario de Ingeniería de Sistemas, Informática, o afines Experiencia de 3 años en puestos similares como mínimo Experiencia ... San Borja, Lima Híbrido Nuevo Publicado hace 20 minutos Practicante pre profesional de automatización CANVIA 2.5 🌟 ¡LANZA TU CARRERA EN TECNOLOGÍA CON NOSOTROS! 🌟En Canvia estamos buscando un(a) Practicante pre profesional de automatización con ganas de aprender, aportar y crecer en una empresa que lidera la transformación digital en el país. 💻🚀👨‍💻 ¿Qué harás en ... Cercado De Lima, Lima Remoto Nuevo Publicado hace 2 horas Analista Programador Fullstack Java Hitss Perú 2.2 ¡En Hitss, empresa de tecnología con más de 36 años de experiencia ofreciendo soluciones innovadoras en América Latina, USA y EUROPA, nos encontramos en la búsqueda de nuestro próximo ANALISTA PROGRAMADOR JAVA/ANGULAR!REQUISITOS: Bachiller o titulado de Ingeniería de Sistemas, Informática, o ... Múltiples vacantes La Victoria, Lima Remoto Nuevo Publicado hace 2 horas Desarrollador Genexus - Remoto Software Enterprise Services S.A.C. 2.8 SOFTWARE ENTERPRISE SERVICESSomos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de ... Múltiples vacantes Cercado De Lima, Lima Híbrido Apto discapacidad Nuevo Publicado hace 4 horas ANALISTA PROGRAMADOR .NET/SQLSERVER INTEGRATION & QUALITY PROJECT MANAGEMENT S.A.C. - IQ PROJECT S.A.C. En iQ Project, empresa apasionada por la tecnología, nos encontramos en la búsqueda del mejor talento para la posición de ANALISTA PROGRAMADOR .NET/SQLSERVER que comparta nuestra pasión y esté listo para asumir nuevos retos.REQUISITOS: Experiencia en: Desarrollo de aplicaciones Web en .Net ... Múltiples vacantes Lima, Lima Híbrido Actualizar sueldo en Mi CV Este campo solo acepta carácteres numéricos. Ver el salario promedio pretendido Bruto por área. Recuerda que el sueldo bruto es el salario total sin las retenciones e impuestos. Ingresa tu sueldo bruto pretendido y calculamos un aproximado de cuánto te queda de sueldo neto ¿Cómo lo calculamos? Postularme El contenido de este aviso es propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello. Bajo ningún motivo envíes dinero o realices pagos. Ningún reclutador te pedirá pagar por rendir un test, prueba, capacitación, recibir un antecedente u otro motivo. Búsquedas Relacionadas Trabajos en Lima Trabajos en La Victoria Trabajos en Tecnología, Sistemas y Telecomunicaciones Trabajos en Programación ¡Descarga la app en tu celular! Términos y Condiciones Política de Privacidad Condiciones de contratación Preguntas frecuentes Ofertas de Empleo Perú © Copyright 1999-2025 Jobint;La Victoria;Presencial
Desarrollador Full Stack / Surco / Presencial;Descripción del puesto En Well Human Resources, estamos en la búsqueda de un/a Desarrollador/a Web Full Stack, con enfoque en backend, para una importante empresa con operaciones en los sectores de servicios y marketing digital. Requisitos: Estudios Universitarios culminado relacionados al puesto. Experiencia de 2 años en desarrollo web Full Stack, con mayor dominio en backend. Manejo de herramientas para integración de APIs (Postman). Conocimientos o experiencia previa integrando plataformas como: Salesforce (SFC), Active Prospect, HubSpot (O herramientas similares de automatización y gestión de leads) Conocimientos en WordPress para ajustes en sitios web o landing pages. Deseable: Nivel intermedio de inglés (lectura técnica). Capacidad para trabajar de forma autónoma y en equipos multidisciplinarios. Funciones principales: Desarrollo y mantenimiento de plataformas web internas y externas. Implementación de integraciones API con herramientas de gestión y automatización. Soporte técnico a las diferentes áreas respecto a las herramientas digitales utilizadas. Colaboración con equipos de marketing, tecnología y operaciones para la mejora continua de los canales digitales.;Santiago de Surco;Presencial
Auditor en Tasador de Joyas;"Descripción del puesto Somos una importante Entidad Financiera líder en el producto pignoraticio y microfinanzas, con un portafolio de diversos productos; y actualmente en crecimiento, por lo que requerimos incorporar a la compañía 01 Auditor en Tasador de Joyas que cumplan con el siguiente perfil: REQUISITOS: Profesional con estudios en Administración, Contabilidad, Ingeniería Industrial, Economía, otros. Experiencia 4 años en tasación de joyas en Instituciones financieras. Cursos y certificacion de metales preciosos. Manejo de instrumentos de tasación de metales preciosos. FUNCIONES Aplicar procedimientos de tasación mediante técnicas especializadas para determinar el valor económico de las joyas. Evaluar la autenticidad y características de las piedras preciosas. Identificar daños y desgaste , verificando si tiene rayones u otros daños que afecten su valor. Redacción de informes de auditoría sobre retasación de Joyas.";San Isidro;Presencial
